train,val,test
230719.211704.Untreated.063.Group1.A1.S063,,230425.203045.H9_24hour_treat.032.Group1.A1.S032
230921.143027.GM25256_untreated.001.Group1.A1.S001,,230425.203246.H9_24hour_treat.033.Group1.A1.S033
230921.143127.GM25256_untreated.002.Group1.A1.S002,,230425.203529.H9_24hour_treat.034.Group1.A1.S034
230921.143230.GM25256_untreated.003.Group1.A1.S003,,230425.203740.H9_24hour_treat.036.Group1.A1.S036
230921.143323.GM25256_untreated.004.Group1.A1.S004,,230425.203944.H9_24hour_treat.037.Group1.A1.S037
230921.143504.GM25256_untreated.005.Group1.A1.S005,,230425.204034.H9_24hour_treat.038.Group1.A1.S038
230921.143633.GM25256_untreated.006.Group1.A1.S006,,230425.204219.H9_24hour_treat.039.Group1.A1.S039
230921.143738.GM25256_untreated.007.Group1.A1.S007,,230425.204504.H9_24hour_treat.040.Group1.A1.S040
230921.144116.GM25256_untreated.010.Group1.A1.S010,,230425.205537.H9_24hour_treat.043.Group1.A1.S043
230921.144311.GM25256_untreated.011.Group1.A1.S011,,230425.205730.H9_24hour_treat.044.Group1.A1.S044
230921.144436.GM25256_untreated.012.Group1.A1.S012,,230425.205934.H9_24hour_treat.045.Group1.A1.S045
230921.144621.GM25256_untreated.013.Group1.A1.S013,,230425.210113.H9_24hour_treat.046.Group1.A1.S046
230921.144823.GM25256_untreated.014.Group1.A1.S014,,230425.210215.H9_24hour_treat.047.Group1.A1.S047
230921.144953.GM25256_untreated.015.Group1.A1.S015,,230425.210426.H9_24hour_treat.048.Group1.A1.S048
230921.145122.GM25256_untreated.016.Group1.A1.S016,,230425.210615.H9_24hour_treat.049.Group1.A1.S049
230921.145247.GM25256_untreated.017.Group1.A1.S017,,230425.210812.H9_24hour_treat.050.Group1.A1.S050
230921.145828.GM25256_untreated.020.Group1.A1.S020,,230425.211331.H9_24hour_treat.053.Group1.A1.S053
230921.145939.GM25256_untreated.021.Group1.A1.S021,,230425.211558.H9_24hour_treat.054.Group1.A1.S054
230921.153537.GM25256_untreated.022.Group1.A1.S022,,230425.211733.H9_24hour_treat.055.Group1.A1.S055
230921.153739.GM25256_untreated.023.Group1.A1.S023,,230425.211854.H9_24hour_treat.056.Group1.A1.S056
230921.153848.GM25256_untreated.024.Group1.A1.S024,,230425.212009.H9_24hour_treat.057.Group1.A1.S057
230921.154018.GM25256_untreated.025.Group1.A1.S025,,230425.212207.H9_24hour_treat.058.Group1.A1.S058
230921.154156.GM25256_untreated.026.Group1.A1.S026,,230425.212346.H9_24hour_treat.059.Group1.A1.S059
230921.154310.GM25256_untreated.027.Group1.A1.S027,,230425.212533.H9_24hour_treat.060.Group1.A1.S060
230921.154739.GM25256_untreated.030.Group1.A1.S030,,230425.213230.H9_24hour_treat.063.Group1.A1.S063
230921.154855.GM25256_untreated.031.Group1.A1.S031,,230426.183944.GM25256_24hour_treat.001.Group1.A1.S001
230921.155017.GM25256_untreated.032.Group1.A1.S032,,230426.184143.GM25256_24hour_treat.002.Group1.A1.S002
230921.155243.GM25256_untreated.033.Group1.A1.S033,,230426.184423.GM25256_24hour_treat.003.Group1.A1.S003
230921.155406.GM25256_untreated.034.Group1.A1.S034,,230426.184836.GM25256_24hour_treat.005.Group1.A1.S005
230921.155550.GM25256_untreated.035.Group1.A1.S035,,230426.185357.GM25256_24hour_treat.007.Group1.A1.S007
230921.155724.GM25256_untreated.036.Group1.A1.S036,,230426.185456.GM25256_24hour_treat.008.Group1.A1.S008
230921.155844.GM25256_untreated.037.Group1.A1.S037,,230426.185637.GM25256_24hour_treat.009.Group1.A1.S009
230921.160713.GM25256_untreated.040.Group1.A1.S040,,230426.190142.GM25256_24hour_treat.012.Group1.A1.S012
230921.160855.GM25256_untreated.041.Group1.A1.S041,,230426.190346.GM25256_24hour_treat.013.Group1.A1.S013
230921.161152.GM25256_untreated.042.Group1.A1.S042,,230426.190755.GM25256_24hour_treat.015.Group1.A1.S015
230921.161744.GM25256_untreated.043.Group1.A1.S043,,230426.190959.GM25256_24hour_treat.016.Group1.A1.S016
230921.162154.GM25256_untreated.044.Group1.A1.S044,,230426.191127.GM25256_24hour_treat.017.Group1.A1.S017
230921.162308.GM25256_untreated.045.Group1.A1.S045,,230426.191257.GM25256_24hour_treat.018.Group1.A1.S018
230921.162401.GM25256_untreated.046.Group1.A1.S046,,230426.191425.GM25256_24hour_treat.019.Group1.A1.S019
230921.162530.GM25256_untreated.047.Group1.A1.S047,,230426.191704.GM25256_24hour_treat.020.Group1.A1.S020
230921.163237.GM25256_untreated.050.Group1.A1.S050,,230426.192837.GM25256_24hour_treat.024.Group1.A1.S024
230921.163403.GM25256_untreated.051.Group1.A1.S051,,230426.192957.GM25256_24hour_treat.025.Group1.A1.S025
230921.163614.GM25256_untreated.052.Group1.A1.S052,,230426.193225.GM25256_24hour_treat.026.Group1.A1.S026
230921.163810.GM25256_untreated.053.Group1.A1.S053,,230426.193342.GM25256_24hour_treat.027.Group1.A1.S027
230921.164057.GM25256_untreated.054.Group1.A1.S054,,230426.193718.GM25256_24hour_treat.028.Group1.A1.S028
230921.164232.GM25256_untreated.055.Group1.A1.S055,,230426.193942.GM25256_24hour_treat.030.Group1.A1.S030
230921.164428.GM25256_untreated.056.Group1.A1.S056,,230426.194137.GM25256_24hour_treat.031.Group1.A1.S031
230921.164625.GM25256_untreated.057.Group1.A1.S057,,230426.194251.GM25256_24hour_treat.032.Group1.A1.S032
230921.165311.GM25256_untreated.060.Group1.A1.S060,,230426.195203.GM25256_24hour_treat.036.Group1.A1.S036
230921.165525.GM25256_untreated.061.Group1.A1.S061,,230426.195305.GM25256_24hour_treat.037.Group1.A1.S037
230921.165637.GM25256_untreated.062.Group1.A1.S062,,230426.195604.GM25256_24hour_treat.038.Group1.A1.S038
230921.165749.GM25256_untreated.063.Group1.A1.S063,,230426.195853.GM25256_24hour_treat.039.Group1.A1.S039
230922.142651.JAX_untreated.001.Group1.A1.S001,,230426.195939.GM25256_24hour_treat.040.Group1.A1.S040
230922.142930.JAX_untreated.002.Group1.A1.S002,,230426.200124.GM25256_24hour_treat.041.Group1.A1.S041
230922.143138.JAX_untreated.003.Group1.A1.S003,,230426.200342.GM25256_24hour_treat.042.Group1.A1.S042
230922.143443.JAX_untreated.005.Group1.A1.S005,,230426.201155.GM25256_24hour_treat.043.Group1.A1.S043
230922.143633.JAX_untreated.006.Group1.A1.S006,,230426.201608.GM25256_24hour_treat.046.Group1.A1.S046
230922.143839.JAX_untreated.007.Group1.A1.S007,,230426.201741.GM25256_24hour_treat.047.Group1.A1.S047
230922.144101.JAX_untreated.008.Group1.A1.S008,,230426.201927.GM25256_24hour_treat.048.Group1.A1.S048
230922.145122.JAX_untreated.011.Group1.A1.S011,,230426.202025.GM25256_24hour_treat.049.Group1.A1.S049
230922.145437.JAX_untreated.012.Group1.A1.S012,,230426.202142.GM25256_24hour_treat.050.Group1.A1.S050
230922.145544.JAX_untreated.013.Group1.A1.S013,,230426.202258.GM25256_24hour_treat.051.Group1.A1.S051
230922.145705.JAX_untreated.014.Group1.A1.S014,,230426.202505.GM25256_24hour_treat.052.Group1.A1.S052
230922.145938.JAX_untreated.015.Group1.A1.S015,,230426.202817.GM25256_24hour_treat.054.Group1.A1.S054
230922.150605.JAX_untreated.016.Group1.A1.S016,,230426.203625.GM25256_24hour_treat.057.Group1.A1.S057
230922.151052.JAX_untreated.017.Group1.A1.S017,,230426.203900.GM25256_24hour_treat.058.Group1.A1.S058
230922.151242.JAX_untreated.018.Group1.A1.S018,,230426.204033.GM25256_24hour_treat.059.Group1.A1.S059
230922.151712.JAX_untreated.021.Group1.A1.S021,,230426.204122.GM25256_24hour_treat.060.Group1.A1.S060
230922.152344.JAX_untreated.022.Group1.A1.S022,,230426.204210.GM25256_24hour_treat.061.Group1.A1.S061
230922.152722.JAX_untreated.023.Group1.A1.S023,,230426.204427.GM25256_24hour_treat.062.Group1.A1.S062
230922.153051.JAX_untreated.024.Group1.A1.S024,,230426.204618.GM25256_24hour_treat.063.Group1.A1.S063
230922.153358.JAX_untreated.025.Group1.A1.S025,,230427.193325.Jax_24hour_treated.001.Group1.A1.S001
230922.153540.JAX_untreated.026.Group1.A1.S026,,230427.193430.Jax_24hour_treated.002.Group1.A1.S002
230922.153749.JAX_untreated.027.Group1.A1.S027,,230427.193733.Jax_24hour_treated.004.Group1.A1.S004
230922.153912.JAX_untreated.028.Group1.A1.S028,,230427.193912.Jax_24hour_treated.005.Group1.A1.S005
230922.154528.JAX_untreated.031.Group1.A1.S031,,230427.194317.Jax_24hour_treated.008.Group1.A1.S008
230922.154636.JAX_untreated.032.Group1.A1.S032,,230427.194803.Jax_24hour_treated.010.Group1.A1.S010
230922.154842.JAX_untreated.033.Group1.A1.S033,,230427.195100.Jax_24hour_treated.011.Group1.A1.S011
230922.155010.JAX_untreated.034.Group1.A1.S034,,230427.195553.Jax_24hour_treated.015.Group1.A1.S015
230922.155218.JAX_untreated.035.Group1.A1.S035,,230427.195635.Jax_24hour_treated.016.Group1.A1.S016
230922.155412.JAX_untreated.036.Group1.A1.S036,,230427.195724.Jax_24hour_treated.017.Group1.A1.S017
230922.155608.JAX_untreated.037.Group1.A1.S037,,230427.195832.Jax_24hour_treated.018.Group1.A1.S018
230922.155958.JAX_untreated.038.Group1.A1.S038,,230427.200008.Jax_24hour_treated.019.Group1.A1.S019
230922.161113.JAX_untreated.041.Group1.A1.S041,,230427.200120.Jax_24hour_treated.020.Group1.A1.S020
230922.161437.JAX_untreated.042.Group1.A1.S042,,230427.200814.Jax_24hour_treated.022.Group1.A1.S022
230922.162539.JAX_untreated.045.Group1.A1.S045,,230427.201027.Jax_24hour_treated.023.Group1.A1.S023
230922.162714.JAX_untreated.046.Group1.A1.S046,,230427.201956.Jax_24hour_treated.027.Group1.A1.S027
230922.162917.JAX_untreated.047.Group1.A1.S047,,230427.202051.Jax_24hour_treated.028.Group1.A1.S028
230922.163052.JAX_untreated.048.Group1.A1.S048,,230427.202624.Jax_24hour_treated.030.Group1.A1.S030
230922.163224.JAX_untreated.049.Group1.A1.S049,,230427.202937.Jax_24hour_treated.031.Group1.A1.S031
230922.163357.JAX_untreated.050.Group1.A1.S050,,230427.203201.Jax_24hour_treated.033.Group1.A1.S033
230922.164240.JAX_untreated.053.Group1.A1.S053,,230427.203835.Jax_24hour_treated.035.Group1.A1.S035
230922.164530.JAX_untreated.054.Group1.A1.S054,,230427.204101.Jax_24hour_treated.036.Group1.A1.S036
230922.164658.JAX_untreated.055.Group1.A1.S055,,230427.204243.Jax_24hour_treated.037.Group1.A1.S037
230922.165421.JAX_untreated.056.Group1.A1.S056,,230427.204609.Jax_24hour_treated.040.Group1.A1.S040
230922.165713.JAX_untreated.057.Group1.A1.S057,,230427.204810.Jax_24hour_treated.041.Group1.A1.S041
230922.170054.JAX_untreated.058.Group1.A1.S058,,230427.204944.Jax_24hour_treated.042.Group1.A1.S042
230922.170240.JAX_untreated.059.Group1.A1.S059,,230427.210159.Jax_24hour_treated.045.Group1.A1.S045
230922.170444.JAX_untreated.060.Group1.A1.S060,,230427.210334.Jax_24hour_treated.046.Group1.A1.S046
230922.171049.JAX_untreated.063.Group1.A1.S063,,230427.210608.Jax_24hour_treated.047.Group1.A1.S047
231001.182149.H9_untreated.001.Group1.A1.S001,,230427.210811.Jax_24hour_treated.048.Group1.A1.S048
231001.182349.H9_untreated.002.Group1.A1.S002,,230427.210912.Jax_24hour_treated.049.Group1.A1.S049
231001.182600.H9_untreated.003.Group1.A1.S003,,230427.211447.Jax_24hour_treated.052.Group1.A1.S052
231001.182715.H9_untreated.004.Group1.A1.S004,,230427.211626.Jax_24hour_treated.053.Group1.A1.S053
231001.183007.H9_untreated.005.Group1.A1.S005,,230427.211925.Jax_24hour_treated.055.Group1.A1.S055
231001.183126.H9_untreated.006.Group1.A1.S006,,230427.212147.Jax_24hour_treated.056.Group1.A1.S056
231001.183450.H9_untreated.007.Group1.A1.S007,,230427.212712.Jax_24hour_treated.058.Group1.A1.S058
231001.184120.H9_untreated.010.Group1.A1.S010,,230427.212907.Jax_24hour_treated.059.Group1.A1.S059
231001.184440.H9_untreated.011.Group1.A1.S011,,230427.213538.Jax_24hour_treated.062.Group1.A1.S062
231001.184651.H9_untreated.012.Group1.A1.S012,,230427.213707.Jax_24hour_treated.063.Group1.A1.S063
231001.185034.H9_untreated.013.Group1.A1.S013,,230921.203601.GM25256_24hours.001.Group1.A1.S001
231001.185553.H9_untreated.014.Group1.A1.S014,,230921.203731.GM25256_24hours.002.Group1.A1.S002
231001.185842.H9_untreated.015.Group1.A1.S015,,230921.203941.GM25256_24hours.003.Group1.A1.S003
231001.190111.H9_untreated.016.Group1.A1.S016,,230921.204115.GM25256_24hours.004.Group1.A1.S004
231001.190248.H9_untreated.017.Group1.A1.S017,,230921.204313.GM25256_24hours.005.Group1.A1.S005
231001.190903.H9_untreated.020.Group1.A1.S020,,230921.204546.GM25256_24hours.006.Group1.A1.S006
231001.191057.H9_untreated.021.Group1.A1.S021,,230921.204714.GM25256_24hours.007.Group1.A1.S007
231001.191246.H9_untreated.022.Group1.A1.S022,,230921.205148.GM25256_24hours.010.Group1.A1.S010
231001.192030.H9_untreated.023.Group1.A1.S023,,230921.205312.GM25256_24hours.011.Group1.A1.S011
231001.192334.H9_untreated.024.Group1.A1.S024,,230921.205456.GM25256_24hours.012.Group1.A1.S012
231001.192804.H9_untreated.025.Group1.A1.S025,,230921.205629.GM25256_24hours.013.Group1.A1.S013
231001.192912.H9_untreated.026.Group1.A1.S026,,230921.205737.GM25256_24hours.014.Group1.A1.S014
231001.193247.H9_untreated.027.Group1.A1.S027,,230921.205839.GM25256_24hours.015.Group1.A1.S015
231001.193909.H9_untreated.030.Group1.A1.S030,,230921.205937.GM25256_24hours.016.Group1.A1.S016
231001.194037.H9_untreated.031.Group1.A1.S031,,230921.210211.GM25256_24hours.017.Group1.A1.S017
231001.194137.H9_untreated.032.Group1.A1.S032,,230921.210612.GM25256_24hours.020.Group1.A1.S020
231001.194357.H9_untreated.033.Group1.A1.S033,,230921.210754.GM25256_24hours.021.Group1.A1.S021
231001.194557.H9_untreated.034.Group1.A1.S034,,230921.210931.GM25256_24hours.022.Group1.A1.S022
231001.194704.H9_untreated.035.Group1.A1.S035,,230921.211112.GM25256_24hours.023.Group1.A1.S023
231001.194835.H9_untreated.036.Group1.A1.S036,,230921.211230.GM25256_24hours.024.Group1.A1.S024
231001.195035.H9_untreated.037.Group1.A1.S037,,230921.211916.GM25256_24hours.025.Group1.A1.S025
231001.195941.H9_untreated.040.Group1.A1.S040,,230921.212059.GM25256_24hours.026.Group1.A1.S026
231001.200107.H9_untreated.041.Group1.A1.S041,,230921.212221.GM25256_24hours.027.Group1.A1.S027
231001.200503.H9_untreated.042.Group1.A1.S042,,230921.212807.GM25256_24hours.030.Group1.A1.S030
231001.200811.H9_untreated.043.Group1.A1.S043,,230921.212921.GM25256_24hours.031.Group1.A1.S031
231001.201458.H9_untreated.044.Group1.A1.S044,,230921.213023.GM25256_24hours.032.Group1.A1.S032
231001.201810.H9_untreated.046.Group1.A1.S046,,230921.213203.GM25256_24hours.033.Group1.A1.S033
231001.201947.H9_untreated.047.Group1.A1.S047,,230921.213345.GM25256_24hours.034.Group1.A1.S034
231001.202236.H9_untreated.048.Group1.A1.S048,,230921.213432.GM25256_24hours.035.Group1.A1.S035
231001.202610.H9_untreated.051.Group1.A1.S051,,230921.213539.GM25256_24hours.036.Group1.A1.S036
231001.202731.H9_untreated.052.Group1.A1.S052,,230921.213640.GM25256_24hours.037.Group1.A1.S037
231001.202901.H9_untreated.053.Group1.A1.S053,,230921.214033.GM25256_24hours.040.Group1.A1.S040
231001.203032.H9_untreated.054.Group1.A1.S054,,230921.214211.GM25256_24hours.041.Group1.A1.S041
231001.203446.H9_untreated.055.Group1.A1.S055,,230921.214400.GM25256_24hours.042.Group1.A1.S042
231001.203650.H9_untreated.056.Group1.A1.S056,,230921.214534.GM25256_24hours.043.Group1.A1.S043
231001.203807.H9_untreated.057.Group1.A1.S057,,230921.214628.GM25256_24hours.044.Group1.A1.S044
231001.203915.H9_untreated.058.Group1.A1.S058,,230921.214743.GM25256_24hours.045.Group1.A1.S045
231001.204907.H9_untreated.062.Group1.A1.S062,,230921.214919.GM25256_24hours.046.Group1.A1.S046
231001.205009.H9_untreated.063.Group1.A1.S063,,230921.215004.GM25256_24hours.047.Group1.A1.S047
231001.205244.H9_untreated.064.Group1.A1.S064,,230921.215654.GM25256_24hours.050.Group1.A1.S050
231003.161550.JAX_untreated.001.Group1.A1.S001,,230921.215859.GM25256_24hours.051.Group1.A1.S051
231003.161815.JAX_untreated.002.Group1.A1.S002,,230921.220100.GM25256_24hours.052.Group1.A1.S052
231003.161949.JAX_untreated.003.Group1.A1.S003,,230921.220218.GM25256_24hours.053.Group1.A1.S053
231003.162147.JAX_untreated.004.Group1.A1.S004,,230921.220309.GM25256_24hours.054.Group1.A1.S054
231003.162528.JAX_untreated.005.Group1.A1.S005,,230921.220433.GM25256_24hours.055.Group1.A1.S055
231003.162815.JAX_untreated.006.Group1.A1.S006,,230921.220602.GM25256_24hours.056.Group1.A1.S056
231003.163002.JAX_untreated.007.Group1.A1.S007,,230921.220718.GM25256_24hours.057.Group1.A1.S057
231003.163707.JAX_untreated.010.Group1.A1.S010,,230921.221453.GM25256_24hours.060.Group1.A1.S060
231003.163837.JAX_untreated.011.Group1.A1.S011,,230921.221704.GM25256_24hours.061.Group1.A1.S061
231003.163937.JAX_untreated.012.Group1.A1.S012,,230921.221809.GM25256_24hours.062.Group1.A1.S062
231003.164122.JAX_untreated.013.Group1.A1.S013,,230921.222001.GM25256_24hours.063.Group1.A1.S063
231003.164312.JAX_untreated.014.Group1.A1.S014,,230922.211447.JAX_24hours.001.Group1.A1.S001
231003.164852.JAX_untreated.016.Group1.A1.S016,,230922.211558.JAX_24hours.002.Group1.A1.S002
231003.165131.JAX_untreated.017.Group1.A1.S017,,230922.211758.JAX_24hours.003.Group1.A1.S003
231003.165319.JAX_untreated.018.Group1.A1.S018,,230922.211956.JAX_24hours.004.Group1.A1.S004
231003.170145.JAX_untreated.021.Group1.A1.S021,,230922.212242.JAX_24hours.005.Group1.A1.S005
231003.171026.JAX_untreated.022.Group1.A1.S022,,230922.212417.JAX_24hours.006.Group1.A1.S006
231003.171244.JAX_untreated.023.Group1.A1.S023,,230922.212609.JAX_24hours.007.Group1.A1.S007
231003.171439.JAX_untreated.024.Group1.A1.S024,,230922.213237.JAX_24hours.010.Group1.A1.S010
231003.171636.JAX_untreated.025.Group1.A1.S025,,230922.213442.JAX_24hours.011.Group1.A1.S011
231003.171942.JAX_untreated.026.Group1.A1.S026,,230922.213706.JAX_24hours.012.Group1.A1.S012
231003.172058.JAX_untreated.027.Group1.A1.S027,,230922.213851.JAX_24hours.013.Group1.A1.S013
231003.172233.JAX_untreated.028.Group1.A1.S028,,230922.214048.JAX_24hours.014.Group1.A1.S014
231003.173104.JAX_untreated.031.Group1.A1.S031,,230922.214628.JAX_24hours.017.Group1.A1.S017
231003.173239.JAX_untreated.032.Group1.A1.S032,,230922.215354.JAX_24hours.019.Group1.A1.S019
231003.173520.JAX_untreated.033.Group1.A1.S033,,230922.215544.JAX_24hours.020.Group1.A1.S020
231003.173700.JAX_untreated.034.Group1.A1.S034,,230922.220123.JAX_24hours.023.Group1.A1.S023
231003.173925.JAX_untreated.035.Group1.A1.S035,,230922.220401.JAX_24hours.024.Group1.A1.S024
231003.174204.JAX_untreated.036.Group1.A1.S036,,230922.220544.JAX_24hours.025.Group1.A1.S025
231003.174833.JAX_untreated.037.Group1.A1.S037,,230922.220814.JAX_24hours.026.Group1.A1.S026
231003.175005.JAX_untreated.038.Group1.A1.S038,,230922.221238.JAX_24hours.027.Group1.A1.S027
231003.175700.JAX_untreated.042.Group1.A1.S042,,230922.221540.JAX_24hours.028.Group1.A1.S028
231003.175746.JAX_untreated.043.Group1.A1.S043,,230922.221745.JAX_24hours.029.Group1.A1.S029
231003.180416.JAX_untreated.044.Group1.A1.S044,,230922.223633.JAX_24hours.031.Group1.A1.S031
231003.180549.JAX_untreated.045.Group1.A1.S045,,230922.224751.JAX_24hours.035.Group1.A1.S035
231003.180727.JAX_untreated.046.Group1.A1.S046,,230922.225507.JAX_24hours.037.Group1.A1.S037
231003.180835.JAX_untreated.047.Group1.A1.S047,,230922.225652.JAX_24hours.038.Group1.A1.S038
231003.181016.JAX_untreated.048.Group1.A1.S048,,230922.225939.JAX_24hours.039.Group1.A1.S039
231003.181210.JAX_untreated.049.Group1.A1.S049,,230922.230436.JAX_24hours.040.Group1.A1.S040
231003.181548.JAX_untreated.052.Group1.A1.S052,,230922.231947.JAX_24hours.042.Group1.A1.S042
231003.181827.JAX_untreated.053.Group1.A1.S053,,230922.232242.JAX_24hours.043.Group1.A1.S043
231003.181939.JAX_untreated.054.Group1.A1.S054,,230922.232446.JAX_24hours.044.Group1.A1.S044
231003.182339.JAX_untreated.055.Group1.A1.S055,,230922.233440.JAX_24hours.049.Group1.A1.S049
231003.182456.JAX_untreated.056.Group1.A1.S056,,230922.233750.JAX_24hours.051.Group1.A1.S051
231003.182602.JAX_untreated.057.Group1.A1.S057,,230922.234114.JAX_24hours.053.Group1.A1.S053
231003.182716.JAX_untreated.058.Group1.A1.S058,,230922.234209.JAX_24hours.054.Group1.A1.S054
231003.182910.JAX_untreated.059.Group1.A1.S059,,230922.234358.JAX_24hours.055.Group1.A1.S055
231003.183419.JAX_untreated.062.Group1.A1.S062,,230922.234616.JAX_24hours.056.Group1.A1.S056
231003.183735.JAX_untreated.063.Group1.A1.S063,,230922.234951.JAX_24hours.058.Group1.A1.S058
231004.141232.H9_untreated.001.Group1.A1.S001,,230922.235544.JAX_24hours.060.Group1.A1.S060
231004.141354.H9_untreated.002.Group1.A1.S002,,230923.000307.JAX_24hours.063.Group1.A1.S063
231004.141518.H9_untreated.003.Group1.A1.S003,,231001.211158.H9_24hours.001.Group1.A1.S001
